Date ,Open,High,Low,Last,Close,Volume,Value
25-Jan-2021,84,84,78,79.3,79.25,55671719,"4,449,372,014.05"
22-Jan-2021,82.9,83.1,77.95,79.5,79.4,42934185,"3,430,731,742.20"
21-Jan-2021,85.5,85.7,82.2,83.6,83,16889392,"1,421,310,168.25"
20-Jan-2021,85.6,86.45,84.15,84.55,84.8,19476831,"1,657,209,954.45"
19-Jan-2021,82.75,85.7,82.6,85.6,85.4,25469132,"2,147,116,543.65"
18-Jan-2021,85.85,85.85,81,81.55,82.1,31480725,"2,605,409,801.90"
15-Jan-2021,86.4,88,84.35,85.6,85.55,35416980,"3,062,222,368.85"
14-Jan-2021,86.1,87.15,84.9,86,85.95,20620191,"1,772,656,362.40"
13-Jan-2021,86.9,87.65,83.75,85.7,85.85,37272052,"3,206,588,691.20"
12-Jan-2021,83,87.3,82.65,86.1,86.05,43670529,"3,750,830,708.05"
11-Jan-2021,83.6,83.95,82.15,83.35,83.3,25575169,"2,126,623,637.75"
08-Jan-2021,84.35,84.6,82.6,82.85,83.05,41178215,"3,433,941,438.10"
07-Jan-2021,83.15,83.65,81.5,82.05,81.85,35219703,"2,900,558,008.80"
06-Jan-2021,82,83.5,80.75,82.35,82.45,46157617,"3,802,126,471.00"
05-Jan-2021,78,82.2,77.9,80.95,81.15,46181972,"3,719,485,510.80"
04-Jan-2021,78.05,79.65,77.5,79.4,79.25,23712305,"1,868,416,907.50"
01-Jan-2021,76,77.75,75.8,77.45,77.35,19041567,"1,462,482,110.10"
31-Dec-2020,75.85,76.5,75.4,75.6,75.65,15495713,"1,174,589,452.40"
30-Dec-2020,76.95,76.95,75.2,75.95,75.8,17918812,"1,358,497,724.15"
29-Dec-2020,78,78.8,76.25,76.55,76.55,28745694,"2,223,979,423.15"
28-Dec-2020,75.25,77.95,75.1,77.7,77.2,35601036,"2,736,094,126.00"
24-Dec-2020,74.6,75.6,74.25,74.35,74.5,23223241,"1,740,586,012.75"
23-Dec-2020,72,74.45,71.5,74.25,74.15,30689573,"2,243,691,551.55"
22-Dec-2020,69,71.9,66.7,71.65,71.65,46224467,"3,221,454,476.55"
21-Dec-2020,75.85,75.85,66.4,68.55,69.05,51731072,"3,702,271,261.45"
18-Dec-2020,75,76.45,73.65,75.55,76.05,49891456,"3,763,717,202.50"
17-Dec-2020,76.25,76.7,74.65,74.7,75.2,28073186,"2,132,708,364.55"
16-Dec-2020,75.5,76.45,74.65,76.05,76.15,36595158,"2,771,144,483.05"
15-Dec-2020,73.4,75.5,72.5,75.15,75.15,38943070,"2,878,796,470.15"
14-Dec-2020,73.45,74.1,72.8,73.6,73.45,20767955,"1,523,769,493.25"
11-Dec-2020,72.75,74.1,72.15,72.7,72.8,36847385,"2,695,646,408.35"
10-Dec-2020,73,73.45,71,72.75,72.65,29242808,"2,113,929,651.25"
09-Dec-2020,72.6,75,71.9,73.45,73.15,58476323,"4,299,269,006.60"
08-Dec-2020,73,73.1,70.25,71.85,72,43645664,"3,128,061,612.80"
07-Dec-2020,72.45,73.35,71.15,71.7,71.65,39355314,"2,843,417,410.20"
04-Dec-2020,71.7,73.6,69.35,71.5,71.65,97738908,"7,021,313,439.30"
03-Dec-2020,68.5,69.7,67.6,69.7,69.25,37361699,"2,559,883,345.55"
02-Dec-2020,69.5,69.65,66.7,67.9,67.95,46261091,"3,150,935,040.90"
01-Dec-2020,65.6,69.45,65,69.05,68.85,70704403,"4,783,756,928.25"
27-Nov-2020,63,65.25,62.45,64.4,64.9,56608140,"3,610,371,230.45"
26-Nov-2020,62.2,62.7,61.2,62.35,62.35,30119954,"1,866,781,042.05"
25-Nov-2020,60.45,63.9,60.2,61.5,61.5,75949155,"4,727,400,068.45"
24-Nov-2020,59.35,60.15,58.35,60,59.95,25057495,"1,486,371,560.45"
23-Nov-2020,58.85,59.75,57.8,59.1,58.85,24196085,"1,418,666,964.60"
20-Nov-2020,59.55,59.9,56.7,58.1,58.1,23428511,"1,364,211,943.80"
19-Nov-2020,60.25,61.45,58.75,58.95,59.15,28987133,"1,742,308,593.55"
18-Nov-2020,57.85,61.25,57.7,60.45,60.6,54298315,"3,256,651,940.15"
17-Nov-2020,56.5,58.2,55.9,57.85,57.65,26801425,"1,530,409,996.20"
14-Nov-2020,56,56.2,55.55,55.8,55.95,2578865,"144,177,496.00"
13-Nov-2020,55,55.75,54.6,55.55,55.25,15417488,"849,914,119.00"
12-Nov-2020,57.4,57.4,55.2,55.55,55.6,19585504,"1,100,391,387.80"
11-Nov-2020,57.45,58.5,56.7,57.15,57.25,40249499,"2,316,418,750.20"
10-Nov-2020,55.5,57.1,55,56.95,56.7,23878927,"1,344,380,849.70"
09-Nov-2020,55.45,55.6,53.9,55.15,54.95,22041528,"1,210,212,909.00"
06-Nov-2020,55.35,56.75,54.5,54.7,54.7,21662709,"1,201,292,478.90"
05-Nov-2020,53.5,55.85,53.5,55.35,55.35,22517409,"1,227,680,006.55"
04-Nov-2020,53.25,53.95,52.3,53.15,53.3,13555398,"720,320,032.70"
03-Nov-2020,52.7,53.85,52.65,53.55,53.6,11671919,"623,795,358.05"
02-Nov-2020,52.4,52.9,52,52.55,52.65,9575485,"501,610,719.65"
30-Oct-2020,52.45,52.85,51.65,52.2,52.15,12994341,"678,828,667.65"
29-Oct-2020,52.6,53.1,51.65,52.25,52.1,15351610,"804,093,392.20"
28-Oct-2020,53.8,54.1,52.9,53.1,53.1,13646853,"728,143,003.20"
27-Oct-2020,54.5,54.5,53,53.8,53.75,13240998,"709,778,038.05"
26-Oct-2020,55.65,55.7,52.95,54,53.9,20120600,"1,094,336,293.30"
23-Oct-2020,55.1,55.7,54.7,55.05,55.25,13365977,"738,269,378.30"
22-Oct-2020,53.9,55.6,53.45,55.4,55.1,15185287,"823,421,848.70"
21-Oct-2020,54.85,55.35,53.2,53.9,53.95,17054867,"926,459,630.40"
20-Oct-2020,55,56.15,54.55,54.7,54.75,17720582,"980,048,084.10"
19-Oct-2020,54.35,55.55,53.9,55.5,55.2,18875642,"1,033,607,347.50"
16-Oct-2020,53.55,54.6,52.3,54.3,54.15,24637365,"1,324,171,840.45"
15-Oct-2020,53.1,54.75,52.7,53.1,52.9,23963776,"1,289,647,637.40"
14-Oct-2020,53.9,54,52.25,52.75,52.95,15451785,"817,677,657.75"
13-Oct-2020,52.8,55.1,52.55,53.95,54.05,18622520,"1,005,550,972.40"
12-Oct-2020,54.45,55.05,52.6,52.8,52.85,12879707,"689,507,528.85"
09-Oct-2020,55,55.5,54.15,54.4,54.45,10432265,"571,359,375.25"
08-Oct-2020,56.05,56.5,53.75,55.2,55,16737370,"920,655,917.25"
07-Oct-2020,54.7,56.9,54.35,56,56.15,25064887,"1,404,448,193.60"
06-Oct-2020,54.1,54.75,53.8,54.6,54.6,10850472,"589,342,832.75"
05-Oct-2020,54.5,55.15,53.6,53.7,53.85,13583076,"737,187,754.95"
01-Oct-2020,53.5,54.65,53.5,54.25,54.45,13913795,"753,000,514.25"
30-Sep-2020,53.8,54,53,53.1,53.3,10804820,"577,994,686.30"
29-Sep-2020,54.5,54.65,53.25,53.8,53.95,18384412,"992,253,596.30"
28-Sep-2020,53.6,54.6,53.35,54,54.15,16190640,"875,012,407.65"
25-Sep-2020,51.05,53.4,50.7,52.9,53.1,24166175,"1,256,248,798.10"
24-Sep-2020,52.6,52.95,50.1,50.45,50.45,21626315,"1,110,917,812.05"
23-Sep-2020,52.25,54.2,51.35,53.9,53.45,24481354,"1,278,962,795.95"
22-Sep-2020,53,53.55,50.4,51.6,51.45,34523774,"1,788,428,503.10"
21-Sep-2020,56.05,56.2,52.5,52.85,53,27254314,"1,477,329,201.35"
18-Sep-2020,57.05,57.35,55.75,56,56.2,15697139,"887,482,068.10"
17-Sep-2020,57.35,58.15,56.35,56.95,56.75,27360433,"1,561,059,640.40"
16-Sep-2020,58.05,58.3,56.55,56.85,56.8,18217195,"1,044,296,586.60"
15-Sep-2020,57.45,58.75,57.1,57.8,57.75,18732445,"1,083,094,026.55"
14-Sep-2020,56.9,58.4,56.45,57.05,57.1,22921766,"1,315,955,548.75"
11-Sep-2020,55,57.15,54.8,56.65,56.7,22160895,"1,239,390,383.90"
10-Sep-2020,56.45,57.2,54.7,55.55,55.45,30551390,"1,709,009,091.55"
09-Sep-2020,54.05,56.15,52.5,56,55.65,36318229,"1,963,205,960.60"
08-Sep-2020,57.7,58.2,54.65,54.8,55.2,24214285,"1,364,122,903.50"
07-Sep-2020,58.95,59.4,56.1,57.5,57.4,26138663,"1,496,550,099.45"
04-Sep-2020,60,60.25,58.2,58.9,58.9,20140042,"1,196,571,691.75"
03-Sep-2020,60.95,61.6,59.9,60.55,60.7,23071949,"1,399,610,024.85"
02-Sep-2020,59.65,61.35,58.85,60.8,60.95,25824346,"1,550,398,507.50"
01-Sep-2020,59.6,60.45,58.2,59.4,59.5,43683296,"2,589,471,609.05"
31-Aug-2020,61.4,61.75,57.9,59,58.75,36840665,"2,189,380,098.80"
28-Aug-2020,62.1,62.25,60.3,61.2,61.2,21775730,"1,333,457,378.95"
27-Aug-2020,63.1,63.25,61.35,61.65,61.6,28622828,"1,777,274,280.65"
26-Aug-2020,60.3,63.25,60,62.95,62.65,73744794,"4,542,745,672.05"
25-Aug-2020,61,61.7,59.05,60.3,60,45588317,"2,753,510,486.45"
24-Aug-2020,62.35,62.7,60.15,61,60.9,36278775,"2,225,844,230.10"
21-Aug-2020,62.5,63.4,61.7,62,61.95,64263209,"4,007,692,808.90"
20-Aug-2020,56.15,62.3,56,61.25,61.4,117119754,"7,124,819,821.10"
19-Aug-2020,56,58.25,55.8,56.9,56.7,48760696,"2,791,400,466.20"
18-Aug-2020,56.2,56.4,55,55.75,55.65,24508248,"1,365,967,561.75"
17-Aug-2020,55.5,56.35,54.85,56.2,56.05,22575130,"1,258,015,032.10"
14-Aug-2020,56.45,57.2,54.5,54.9,54.95,39662265,"2,217,408,309.55"
13-Aug-2020,55,57.9,52.55,55.95,56.1,112756517,"6,296,811,879.55"
12-Aug-2020,51.9,53.6,51.2,53.3,52.95,26298223,"1,382,715,971.70"
11-Aug-2020,51.95,52.6,51.1,51.95,51.9,20281306,"1,051,529,642.75"
10-Aug-2020,49.8,51.9,49.8,51.6,51.45,27048832,"1,382,723,199.90"
07-Aug-2020,49.35,50.6,49.1,49.8,49.7,20080105,"1,002,330,672.60"
06-Aug-2020,49,50.1,48.5,49.45,49.4,22695057,"1,113,801,179.40"
05-Aug-2020,49.95,49.95,48.65,49,48.95,14901694,"732,513,094.00"
04-Aug-2020,49.2,50.45,49.1,49.65,49.7,25280807,"1,261,491,944.65"
03-Aug-2020,48.8,49.5,48.35,48.85,48.75,10560743,"516,994,706.70"
31-Jul-2020,48.05,49,47.5,48.8,48.7,19705075,"949,349,624.80"
30-Jul-2020,49.75,50.25,47.6,48.3,48,23602346,"1,150,503,390.25"
29-Jul-2020,49.25,50.35,49.2,49.75,49.75,18449635,"919,631,741.70"
28-Jul-2020,49.65,50.4,48.55,49,49.15,19972798,"990,621,548.95"
27-Jul-2020,48.8,50.4,47.7,49.45,49.5,26232321,"1,294,493,063.10"
24-Jul-2020,49.95,50.4,48.65,48.85,48.9,15734708,"775,570,487.30"
23-Jul-2020,50,50.35,49.55,50.15,50,18215827,"909,002,853.35"
22-Jul-2020,48.65,51.45,48.55,49.9,50.05,30638770,"1,538,871,160.75"
21-Jul-2020,49.5,49.5,48.55,48.8,48.85,11941141,"584,315,978.05"
20-Jul-2020,50,50,48.75,49,49.05,16779115,"827,246,936.10"
17-Jul-2020,47.2,49.6,47.2,49.45,49.3,31130318,"1,512,975,979.55"
16-Jul-2020,47,47.7,45.95,46.6,46.7,17980352,"839,694,434.85"
15-Jul-2020,48.5,49,46.8,47.25,47.15,18653252,"894,871,063.15"
14-Jul-2020,49.1,49.1,46.9,47.95,48.15,29076742,"1,393,343,933.15"
13-Jul-2020,50.9,51.1,49.15,50.25,49.65,23184293,"1,161,897,016.00"
10-Jul-2020,50.6,52.45,49.7,50.25,50.3,53816347,"2,737,408,470.05"
09-Jul-2020,52.45,53.2,52.1,52.55,52.5,26307686,"1,383,609,484.30"
08-Jul-2020,50.85,52.7,50.7,52.05,52.2,41927852,"2,177,310,935.30"
07-Jul-2020,50.35,51.2,50,50.8,50.85,25556074,"1,296,034,829.40"
06-Jul-2020,50.65,50.9,49.9,50.1,50.35,33196343,"1,672,534,426.65"
03-Jul-2020,50.45,51.2,49.35,49.75,49.9,62702080,"3,156,703,432.10"
02-Jul-2020,46.65,50.7,45.75,49.6,49.8,112208004,"5,443,448,709.40"
01-Jul-2020,45,46.7,44.05,46.5,46.1,28894350,"1,306,818,814.40"
30-Jun-2020,45.7,45.85,44.1,44.95,44.85,26717577,"1,201,829,654.15"
29-Jun-2020,46.45,47.25,44.45,44.7,44.85,29330081,"1,345,041,240.80"
26-Jun-2020,44.45,47.4,44.3,46.45,46.35,46056290,"2,129,147,078.95"
25-Jun-2020,43.15,44.6,43.1,44.15,44,35940234,"1,580,957,059.45"
24-Jun-2020,44.4,44.65,42.7,43,43.25,40592891,"1,781,164,602.00"
23-Jun-2020,43.7,44.95,42.9,43.95,44.45,36866233,"1,624,222,251.25"
22-Jun-2020,43.7,43.9,43,43.7,43.65,21166732,"921,944,413.70"
19-Jun-2020,43.45,43.95,42.8,43.05,43.2,28219725,"1,226,580,589.05"
18-Jun-2020,41.1,43.35,41.1,43.05,42.95,29310786,"1,246,385,073.25"
17-Jun-2020,40.9,42.2,40.15,41.1,41.25,30297033,"1,249,274,044.10"
16-Jun-2020,43.45,43.45,40.2,41.05,41.05,33915142,"1,416,609,177.15"
15-Jun-2020,41.7,43,41.55,42.5,42.4,32174680,"1,365,148,572.80"
12-Jun-2020,38,42.15,37.8,41.75,41.7,43585696,"1,783,817,999.90"
11-Jun-2020,42.8,42.8,41,41.4,41.2,23571592,"988,835,209.05"
10-Jun-2020,42.75,43.55,42.5,42.85,42.8,19799689,"850,124,234.45"
09-Jun-2020,43,43.7,42.2,42.6,42.75,34471526,"1,484,298,907.95"
08-Jun-2020,44.9,44.9,42.3,43.05,42.65,42629869,"1,856,236,230.80"
05-Jun-2020,43.95,44.35,42.8,43.95,43.9,55225627,"2,409,884,630.95"
04-Jun-2020,41.1,43.2,40.3,42.55,42.5,81868961,"3,412,022,776.35"
03-Jun-2020,43.35,43.75,41.1,42.15,41.7,70318245,"3,012,437,141.35"
02-Jun-2020,41.45,42.95,40.6,42.6,42.55,75509875,"3,137,344,855.20"
01-Jun-2020,37.6,40.05,37.2,39.95,39.45,64630599,"2,493,753,517.90"
29-May-2020,36.2,37.15,35.6,36.75,36.55,149707993,"5,460,682,081.90"
28-May-2020,35.95,37.5,35.9,36.8,36.9,45715750,"1,691,326,599.55"
27-May-2020,36,36.45,35.35,35.8,35.75,41541631,"1,493,290,478.65"
26-May-2020,33.75,36,33.6,35.9,35.75,51053714,"1,795,640,900.60"
22-May-2020,32.5,34.1,31.9,34,33.75,40499126,"1,336,664,481.60"
21-May-2020,33.65,33.9,32.55,32.75,32.85,35029406,"1,169,327,574.80"
20-May-2020,34.15,34.6,32.8,33.65,33.25,91642346,"3,091,057,589.25"
19-May-2020,31.5,32.85,30.6,32.45,32.45,37941203,"1,203,006,891.30"
18-May-2020,31.95,32.1,30.25,31.25,31.3,33654822,"1,048,283,456.50"
15-May-2020,31,31.8,29.75,31.4,31.4,36970466,"1,139,621,565.55"
14-May-2020,31,33.2,30.5,31.2,30.9,69089728,"2,206,467,812.80"
13-May-2020,30,31,28.85,30.3,30.3,53614387,"1,619,422,178.15"
12-May-2020,27.25,28.6,27,28.55,28.4,27227530,"763,712,977.55"
11-May-2020,29,29,27.15,27.25,27.3,36503825,"1,020,739,190.85"
